Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
6/1/2018,COD,84930565,Lomami,Ngandajika,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Lomami,Ngandajika,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Kasai Oriental,Kabeya-kamwanga,current,8/1/2018,6/30/2019,all,196702,1
6/1/2018,COD,84930565,Kasai Oriental,Kabeya-kamwanga,current,8/1/2018,6/30/2019,3+,59010,0.3
6/1/2018,COD,84930565,Kasai Oriental,Kabeya-kamwanga,current,8/1/2018,6/30/2019,1,39340,0.2
6/1/2018,COD,84930565,Kasai Oriental,Kabeya-kamwanga,current,8/1/2018,6/30/2019,2,98351,0.5
6/1/2018,COD,84930565,Kasai Oriental,Kabeya-kamwanga,current,8/1/2018,6/30/2019,3,39340,0.2
6/1/2018,COD,84930565,Kasai Oriental,Kabeya-kamwanga,current,8/1/2018,6/30/2019,4,19670,0.1
6/1/2018,COD,84930565,Kasai Oriental,Kabeya-kamwanga,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Kasai Oriental,Katanda,current,8/1/2018,6/30/2019,all,414602,1
6/1/2018,COD,84930565,Kasai Oriental,Katanda,current,8/1/2018,6/30/2019,3+,0,0
6/1/2018,COD,84930565,Kasai Oriental,Katanda,current,8/1/2018,6/30/2019,1,124381,0.3
6/1/2018,COD,84930565,Kasai Oriental,Katanda,current,8/1/2018,6/30/2019,2,290221,0.7
6/1/2018,COD,84930565,Kasai Oriental,Katanda,current,8/1/2018,6/30/2019,3,0,0
6/1/2018,COD,84930565,Kasai Oriental,Katanda,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Kasai Oriental,Katanda,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Kasai Oriental,Lupatapata,current,8/1/2018,6/30/2019,all,337259,1
6/1/2018,COD,84930565,Kasai Oriental,Lupatapata,current,8/1/2018,6/30/2019,3+,0,0
6/1/2018,COD,84930565,Kasai Oriental,Lupatapata,current,8/1/2018,6/30/2019,1,50589,0.15
6/1/2018,COD,84930565,Kasai Oriental,Lupatapata,current,8/1/2018,6/30/2019,2,286670,0.85
6/1/2018,COD,84930565,Kasai Oriental,Lupatapata,current,8/1/2018,6/30/2019,3,0,0
6/1/2018,COD,84930565,Kasai Oriental,Lupatapata,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Kasai Oriental,Lupatapata,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Kasai Oriental,Miabi,current,8/1/2018,6/30/2019,all,357345,1
6/1/2018,COD,84930565,Kasai Oriental,Miabi,current,8/1/2018,6/30/2019,3+,142938,0.4
6/1/2018,COD,84930565,Kasai Oriental,Miabi,current,8/1/2018,6/30/2019,1,35735,0.1
6/1/2018,COD,84930565,Kasai Oriental,Miabi,current,8/1/2018,6/30/2019,2,178673,0.5
6/1/2018,COD,84930565,Kasai Oriental,Miabi,current,8/1/2018,6/30/2019,3,71469,0.2
6/1/2018,COD,84930565,Kasai Oriental,Miabi,current,8/1/2018,6/30/2019,4,71469,0.2
6/1/2018,COD,84930565,Kasai Oriental,Miabi,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Kasai Oriental,Tshilenge,current,8/1/2018,6/30/2019,all,547834,1
6/1/2018,COD,84930565,Kasai Oriental,Tshilenge,current,8/1/2018,6/30/2019,3+,120524,0.22
6/1/2018,COD,84930565,Kasai Oriental,Tshilenge,current,8/1/2018,6/30/2019,1,98610,0.18
6/1/2018,COD,84930565,Kasai Oriental,Tshilenge,current,8/1/2018,6/30/2019,2,328700,0.6
6/1/2018,COD,84930565,Kasai Oriental,Tshilenge,current,8/1/2018,6/30/2019,3,109567,0.2
6/1/2018,COD,84930565,Kasai Oriental,Tshilenge,current,8/1/2018,6/30/2019,4,10957,0.02
6/1/2018,COD,84930565,Kasai Oriental,Tshilenge,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Sankuru,Katako-kombe,current,8/1/2018,6/30/2019,all,318841,1
6/1/2018,COD,84930565,Sankuru,Katako-kombe,current,8/1/2018,6/30/2019,3+,31884,0.1
6/1/2018,COD,84930565,Sankuru,Katako-kombe,current,8/1/2018,6/30/2019,1,127536,0.4
6/1/2018,COD,84930565,Sankuru,Katako-kombe,current,8/1/2018,6/30/2019,2,159421,0.5
6/1/2018,COD,84930565,Sankuru,Katako-kombe,current,8/1/2018,6/30/2019,3,31884,0.1
6/1/2018,COD,84930565,Sankuru,Katako-kombe,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Sankuru,Katako-kombe,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Sankuru,Lodja,current,8/1/2018,6/30/2019,all,605350,1
6/1/2018,COD,84930565,Sankuru,Lodja,current,8/1/2018,6/30/2019,3+,60535,0.1
6/1/2018,COD,84930565,Sankuru,Lodja,current,8/1/2018,6/30/2019,1,121070,0.2
6/1/2018,COD,84930565,Sankuru,Lodja,current,8/1/2018,6/30/2019,2,423745,0.7
6/1/2018,COD,84930565,Sankuru,Lodja,current,8/1/2018,6/30/2019,3,60535,0.1
6/1/2018,COD,84930565,Sankuru,Lodja,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Sankuru,Lodja,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Sankuru,Lubefu,current,8/1/2018,6/30/2019,all,424450,1
6/1/2018,COD,84930565,Sankuru,Lubefu,current,8/1/2018,6/30/2019,3+,42445,0.1
6/1/2018,COD,84930565,Sankuru,Lubefu,current,8/1/2018,6/30/2019,1,21223,0.05
6/1/2018,COD,84930565,Sankuru,Lubefu,current,8/1/2018,6/30/2019,2,360783,0.85
6/1/2018,COD,84930565,Sankuru,Lubefu,current,8/1/2018,6/30/2019,3,42445,0.1
6/1/2018,COD,84930565,Sankuru,Lubefu,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Sankuru,Lubefu,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Sankuru,Kole,current,8/1/2018,6/30/2019,all,185125,1
6/1/2018,COD,84930565,Sankuru,Kole,current,8/1/2018,6/30/2019,3+,18513,0.1
6/1/2018,COD,84930565,Sankuru,Kole,current,8/1/2018,6/30/2019,1,37025,0.2
6/1/2018,COD,84930565,Sankuru,Kole,current,8/1/2018,6/30/2019,2,129588,0.7
6/1/2018,COD,84930565,Sankuru,Kole,current,8/1/2018,6/30/2019,3,18513,0.1
6/1/2018,COD,84930565,Sankuru,Kole,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Sankuru,Kole,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Sankuru,Lomela,current,8/1/2018,6/30/2019,all,202964,1
6/1/2018,COD,84930565,Sankuru,Lomela,current,8/1/2018,6/30/2019,3+,20296,0.1
6/1/2018,COD,84930565,Sankuru,Lomela,current,8/1/2018,6/30/2019,1,40593,0.2
6/1/2018,COD,84930565,Sankuru,Lomela,current,8/1/2018,6/30/2019,2,142075,0.7
6/1/2018,COD,84930565,Sankuru,Lomela,current,8/1/2018,6/30/2019,3,20296,0.1
6/1/2018,COD,84930565,Sankuru,Lomela,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Sankuru,Lomela,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Sankuru,Lusambo,current,8/1/2018,6/30/2019,all,174662,1
6/1/2018,COD,84930565,Sankuru,Lusambo,current,8/1/2018,6/30/2019,3+,26199,0.15
6/1/2018,COD,84930565,Sankuru,Lusambo,current,8/1/2018,6/30/2019,1,17466,0.1
6/1/2018,COD,84930565,Sankuru,Lusambo,current,8/1/2018,6/30/2019,2,130997,0.75
6/1/2018,COD,84930565,Sankuru,Lusambo,current,8/1/2018,6/30/2019,3,26199,0.15
6/1/2018,COD,84930565,Sankuru,Lusambo,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Sankuru,Lusambo,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Haut Uélé,Dungu,current,8/1/2018,6/30/2019,all,197438,1
6/1/2018,COD,84930565,Haut Uélé,Dungu,current,8/1/2018,6/30/2019,3+,9872,0.05
6/1/2018,COD,84930565,Haut Uélé,Dungu,current,8/1/2018,6/30/2019,1,29616,0.15
6/1/2018,COD,84930565,Haut Uélé,Dungu,current,8/1/2018,6/30/2019,2,157950,0.8
6/1/2018,COD,84930565,Haut Uélé,Dungu,current,8/1/2018,6/30/2019,3,9872,0.05
6/1/2018,COD,84930565,Haut Uélé,Dungu,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Haut Uélé,Dungu,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Haut Uélé,Faradje,current,8/1/2018,6/30/2019,all,371106,1
6/1/2018,COD,84930565,Haut Uélé,Faradje,current,8/1/2018,6/30/2019,3+,37111,0.1
6/1/2018,COD,84930565,Haut Uélé,Faradje,current,8/1/2018,6/30/2019,1,166998,0.45
6/1/2018,COD,84930565,Haut Uélé,Faradje,current,8/1/2018,6/30/2019,2,166998,0.45
6/1/2018,COD,84930565,Haut Uélé,Faradje,current,8/1/2018,6/30/2019,3,37111,0.1
6/1/2018,COD,84930565,Haut Uélé,Faradje,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Haut Uélé,Faradje,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Haut Uélé,Niangara,current,8/1/2018,6/30/2019,all,121666,1
6/1/2018,COD,84930565,Haut Uélé,Niangara,current,8/1/2018,6/30/2019,3+,6083,0.05
6/1/2018,COD,84930565,Haut Uélé,Niangara,current,8/1/2018,6/30/2019,1,85166,0.7
6/1/2018,COD,84930565,Haut Uélé,Niangara,current,8/1/2018,6/30/2019,2,30417,0.25
6/1/2018,COD,84930565,Haut Uélé,Niangara,current,8/1/2018,6/30/2019,3,6083,0.05
6/1/2018,COD,84930565,Haut Uélé,Niangara,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Haut Uélé,Niangara,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Haut Uélé,Rungu,current,8/1/2018,6/30/2019,all,355166,1
6/1/2018,COD,84930565,Haut Uélé,Rungu,current,8/1/2018,6/30/2019,3+,17758,0.05
6/1/2018,COD,84930565,Haut Uélé,Rungu,current,8/1/2018,6/30/2019,1,230858,0.65
6/1/2018,COD,84930565,Haut Uélé,Rungu,current,8/1/2018,6/30/2019,2,106550,0.3
6/1/2018,COD,84930565,Haut Uélé,Rungu,current,8/1/2018,6/30/2019,3,17758,0.05
6/1/2018,COD,84930565,Haut Uélé,Rungu,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Haut Uélé,Rungu,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Haut Uélé,Wamba,current,8/1/2018,6/30/2019,all,416275,1
6/1/2018,COD,84930565,Haut Uélé,Wamba,current,8/1/2018,6/30/2019,3+,62441,0.15
6/1/2018,COD,84930565,Haut Uélé,Wamba,current,8/1/2018,6/30/2019,1,62441,0.15
6/1/2018,COD,84930565,Haut Uélé,Wamba,current,8/1/2018,6/30/2019,2,291393,0.7
6/1/2018,COD,84930565,Haut Uélé,Wamba,current,8/1/2018,6/30/2019,3,62441,0.15
6/1/2018,COD,84930565,Haut Uélé,Wamba,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Haut Uélé,Wamba,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Sud Ubangi,Budjala,current,8/1/2018,6/30/2019,all,607045,1
6/1/2018,COD,84930565,Sud Ubangi,Budjala,current,8/1/2018,6/30/2019,3+,0,0
6/1/2018,COD,84930565,Sud Ubangi,Budjala,current,8/1/2018,6/30/2019,1,212466,0.35
6/1/2018,COD,84930565,Sud Ubangi,Budjala,current,8/1/2018,6/30/2019,2,394579,0.65
6/1/2018,COD,84930565,Sud Ubangi,Budjala,current,8/1/2018,6/30/2019,3,0,0
6/1/2018,COD,84930565,Sud Ubangi,Budjala,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Sud Ubangi,Budjala,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Sud Ubangi,Libenge,current,8/1/2018,6/30/2019,all,394331,1
6/1/2018,COD,84930565,Sud Ubangi,Libenge,current,8/1/2018,6/30/2019,3+,157733,0.4
6/1/2018,COD,84930565,Sud Ubangi,Libenge,current,8/1/2018,6/30/2019,1,39433,0.1
6/1/2018,COD,84930565,Sud Ubangi,Libenge,current,8/1/2018,6/30/2019,2,197166,0.5
6/1/2018,COD,84930565,Sud Ubangi,Libenge,current,8/1/2018,6/30/2019,3,138016,0.35
6/1/2018,COD,84930565,Sud Ubangi,Libenge,current,8/1/2018,6/30/2019,4,19717,0.05
6/1/2018,COD,84930565,Sud Ubangi,Libenge,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Sud Ubangi,Gemena,current,8/1/2018,6/30/2019,all,826500,1
6/1/2018,COD,84930565,Sud Ubangi,Gemena,current,8/1/2018,6/30/2019,3+,41325,0.05
6/1/2018,COD,84930565,Sud Ubangi,Gemena,current,8/1/2018,6/30/2019,1,165300,0.2
6/1/2018,COD,84930565,Sud Ubangi,Gemena,current,8/1/2018,6/30/2019,2,619875,0.75
6/1/2018,COD,84930565,Sud Ubangi,Gemena,current,8/1/2018,6/30/2019,3,41325,0.05
6/1/2018,COD,84930565,Sud Ubangi,Gemena,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Sud Ubangi,Gemena,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Nord Ubangi,Bosobolo,current,8/1/2018,6/30/2019,all,362564,1
6/1/2018,COD,84930565,Nord Ubangi,Bosobolo,current,8/1/2018,6/30/2019,3+,72513,0.2
6/1/2018,COD,84930565,Nord Ubangi,Bosobolo,current,8/1/2018,6/30/2019,1,119646,0.33
6/1/2018,COD,84930565,Nord Ubangi,Bosobolo,current,8/1/2018,6/30/2019,2,170405,0.47
6/1/2018,COD,84930565,Nord Ubangi,Bosobolo,current,8/1/2018,6/30/2019,3,72513,0.2
6/1/2018,COD,84930565,Nord Ubangi,Bosobolo,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Nord Ubangi,Bosobolo,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Nord Ubangi,Businga,current,8/1/2018,6/30/2019,all,523544,1
6/1/2018,COD,84930565,Nord Ubangi,Businga,current,8/1/2018,6/30/2019,3+,10471,0.02
6/1/2018,COD,84930565,Nord Ubangi,Businga,current,8/1/2018,6/30/2019,1,178005,0.34
6/1/2018,COD,84930565,Nord Ubangi,Businga,current,8/1/2018,6/30/2019,2,335068,0.64
6/1/2018,COD,84930565,Nord Ubangi,Businga,current,8/1/2018,6/30/2019,3,10471,0.02
6/1/2018,COD,84930565,Nord Ubangi,Businga,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Nord Ubangi,Businga,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Nord Ubangi,Mobayi-mbongo,current,8/1/2018,6/30/2019,all,116387,1
6/1/2018,COD,84930565,Nord Ubangi,Mobayi-mbongo,current,8/1/2018,6/30/2019,3+,5819,0.05
6/1/2018,COD,84930565,Nord Ubangi,Mobayi-mbongo,current,8/1/2018,6/30/2019,1,44227,0.38
6/1/2018,COD,84930565,Nord Ubangi,Mobayi-mbongo,current,8/1/2018,6/30/2019,2,66341,0.57
6/1/2018,COD,84930565,Nord Ubangi,Mobayi-mbongo,current,8/1/2018,6/30/2019,3,5819,0.05
6/1/2018,COD,84930565,Nord Ubangi,Mobayi-mbongo,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Nord Ubangi,Mobayi-mbongo,current,8/1/2018,6/30/2019,5,0,0
6/1/2018,COD,84930565,Nord Ubangi,Yakoma,current,8/1/2018,6/30/2019,all,341583,1
6/1/2018,COD,84930565,Nord Ubangi,Yakoma,current,8/1/2018,6/30/2019,3+,10247,0.03
6/1/2018,COD,84930565,Nord Ubangi,Yakoma,current,8/1/2018,6/30/2019,1,143465,0.42
6/1/2018,COD,84930565,Nord Ubangi,Yakoma,current,8/1/2018,6/30/2019,2,187871,0.55
6/1/2018,COD,84930565,Nord Ubangi,Yakoma,current,8/1/2018,6/30/2019,3,10247,0.03
6/1/2018,COD,84930565,Nord Ubangi,Yakoma,current,8/1/2018,6/30/2019,4,0,0
6/1/2018,COD,84930565,Nord Ubangi,Yakoma,current,8/1/2018,6/30/2019,5,0,0
6/1/2017,COD,78368000,,Tshuapa,current,6/1/2017,12/31/2017,all,1945663,1
6/1/2017,COD,78368000,,Tshuapa,current,6/1/2017,12/31/2017,3+,0,0
6/1/2017,COD,78368000,,Tshuapa,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Tshuapa,current,6/1/2017,12/31/2017,2,1945663,1
6/1/2017,COD,78368000,,Tshuapa,current,6/1/2017,12/31/2017,3,0,0
6/1/2017,COD,78368000,,Tshuapa,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Tshuapa,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Tshopo,current,6/1/2017,12/31/2017,all,2109955,1
6/1/2017,COD,78368000,,Tshopo,current,6/1/2017,12/31/2017,3+,189896,0.09
6/1/2017,COD,78368000,,Tshopo,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Tshopo,current,6/1/2017,12/31/2017,2,1920059,0.91
6/1/2017,COD,78368000,,Tshopo,current,6/1/2017,12/31/2017,3,189896,0.09
6/1/2017,COD,78368000,,Tshopo,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Tshopo,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Tanganyka,current,6/1/2017,12/31/2017,all,2815855,1
6/1/2017,COD,78368000,,Tanganyka,current,6/1/2017,12/31/2017,3+,929232,0.33
6/1/2017,COD,78368000,,Tanganyka,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Tanganyka,current,6/1/2017,12/31/2017,2,1886623,0.67
6/1/2017,COD,78368000,,Tanganyka,current,6/1/2017,12/31/2017,3,563171,0.2
6/1/2017,COD,78368000,,Tanganyka,current,6/1/2017,12/31/2017,4,366061,0.13
6/1/2017,COD,78368000,,Tanganyka,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Sud-ubangi,current,6/1/2017,12/31/2017,all,2561215,1
6/1/2017,COD,78368000,,Sud-ubangi,current,6/1/2017,12/31/2017,3+,102449,0.04
6/1/2017,COD,78368000,,Sud-ubangi,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Sud-ubangi,current,6/1/2017,12/31/2017,2,2458766,0.96
6/1/2017,COD,78368000,,Sud-ubangi,current,6/1/2017,12/31/2017,3,102449,0.04
6/1/2017,COD,78368000,,Sud-ubangi,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Sud-ubangi,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Sud-kivu,current,6/1/2017,12/31/2017,all,5566934,1
6/1/2017,COD,78368000,,Sud-kivu,current,6/1/2017,12/31/2017,3+,556693,0.1
6/1/2017,COD,78368000,,Sud-kivu,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Sud-kivu,current,6/1/2017,12/31/2017,2,5010241,0.9
6/1/2017,COD,78368000,,Sud-kivu,current,6/1/2017,12/31/2017,3,556693,0.1
6/1/2017,COD,78368000,,Sud-kivu,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Sud-kivu,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Sankuru,current,6/1/2017,12/31/2017,all,1846755,1
6/1/2017,COD,78368000,,Sankuru,current,6/1/2017,12/31/2017,3+,221611,0.12
6/1/2017,COD,78368000,,Sankuru,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Sankuru,current,6/1/2017,12/31/2017,2,1625144,0.88
6/1/2017,COD,78368000,,Sankuru,current,6/1/2017,12/31/2017,3,203143,0.11
6/1/2017,COD,78368000,,Sankuru,current,6/1/2017,12/31/2017,4,18468,0.01
6/1/2017,COD,78368000,,Sankuru,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Nord-ubangi,current,6/1/2017,12/31/2017,all,1306199,1
6/1/2017,COD,78368000,,Nord-ubangi,current,6/1/2017,12/31/2017,3+,195930,0.15
6/1/2017,COD,78368000,,Nord-ubangi,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Nord-ubangi,current,6/1/2017,12/31/2017,2,1110269,0.85
6/1/2017,COD,78368000,,Nord-ubangi,current,6/1/2017,12/31/2017,3,195930,0.15
6/1/2017,COD,78368000,,Nord-ubangi,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Nord-ubangi,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Nord-kivu,current,6/1/2017,12/31/2017,all,8027714,1
6/1/2017,COD,78368000,,Nord-kivu,current,6/1/2017,12/31/2017,3+,642217,0.08
6/1/2017,COD,78368000,,Nord-kivu,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Nord-kivu,current,6/1/2017,12/31/2017,2,7385497,0.92
6/1/2017,COD,78368000,,Nord-kivu,current,6/1/2017,12/31/2017,3,642217,0.08
6/1/2017,COD,78368000,,Nord-kivu,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Nord-kivu,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Mongala,current,6/1/2017,12/31/2017,all,2359390,1
6/1/2017,COD,78368000,,Mongala,current,6/1/2017,12/31/2017,3+,0,0
6/1/2017,COD,78368000,,Mongala,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Mongala,current,6/1/2017,12/31/2017,2,2359390,1
6/1/2017,COD,78368000,,Mongala,current,6/1/2017,12/31/2017,3,0,0
6/1/2017,COD,78368000,,Mongala,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Mongala,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Maniema,current,6/1/2017,12/31/2017,all,2129129,1
6/1/2017,COD,78368000,,Maniema,current,6/1/2017,12/31/2017,3+,212913,0.1
6/1/2017,COD,78368000,,Maniema,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Maniema,current,6/1/2017,12/31/2017,2,1916216,0.9
6/1/2017,COD,78368000,,Maniema,current,6/1/2017,12/31/2017,3,170330,0.08
6/1/2017,COD,78368000,,Maniema,current,6/1/2017,12/31/2017,4,42583,0.02
6/1/2017,COD,78368000,,Maniema,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Mai-ndombe,current,6/1/2017,12/31/2017,all,1762664,1
6/1/2017,COD,78368000,,Mai-ndombe,current,6/1/2017,12/31/2017,3+,0,0
6/1/2017,COD,78368000,,Mai-ndombe,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Mai-ndombe,current,6/1/2017,12/31/2017,2,1762664,1
6/1/2017,COD,78368000,,Mai-ndombe,current,6/1/2017,12/31/2017,3,0,0
6/1/2017,COD,78368000,,Mai-ndombe,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Mai-ndombe,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Lualaba,current,6/1/2017,12/31/2017,all,1794635,1
6/1/2017,COD,78368000,,Lualaba,current,6/1/2017,12/31/2017,3+,35893,0.02
6/1/2017,COD,78368000,,Lualaba,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Lualaba,current,6/1/2017,12/31/2017,2,1758742,0.98
6/1/2017,COD,78368000,,Lualaba,current,6/1/2017,12/31/2017,3,35893,0.02
6/1/2017,COD,78368000,,Lualaba,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Lualaba,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Lomami,current,6/1/2017,12/31/2017,all,2930836,1
6/1/2017,COD,78368000,,Lomami,current,6/1/2017,12/31/2017,3+,146541,0.05
6/1/2017,COD,78368000,,Lomami,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Lomami,current,6/1/2017,12/31/2017,2,2784294,0.95
6/1/2017,COD,78368000,,Lomami,current,6/1/2017,12/31/2017,3,117233,0.04
6/1/2017,COD,78368000,,Lomami,current,6/1/2017,12/31/2017,4,29308,0.01
6/1/2017,COD,78368000,,Lomami,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Kwilu,current,6/1/2017,12/31/2017,all,3943343,1
6/1/2017,COD,78368000,,Kwilu,current,6/1/2017,12/31/2017,3+,552068,0.14
6/1/2017,COD,78368000,,Kwilu,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Kwilu,current,6/1/2017,12/31/2017,2,3391275,0.86
6/1/2017,COD,78368000,,Kwilu,current,6/1/2017,12/31/2017,3,552068,0.14
6/1/2017,COD,78368000,,Kwilu,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Kwilu,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Kwango,current,6/1/2017,12/31/2017,all,2294566,1
6/1/2017,COD,78368000,,Kwango,current,6/1/2017,12/31/2017,3+,275348,0.12
6/1/2017,COD,78368000,,Kwango,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Kwango,current,6/1/2017,12/31/2017,2,2019218,0.88
6/1/2017,COD,78368000,,Kwango,current,6/1/2017,12/31/2017,3,275348,0.12
6/1/2017,COD,78368000,,Kwango,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Kwango,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Kongo central,current,6/1/2017,12/31/2017,all,3317595,1
6/1/2017,COD,78368000,,Kongo central,current,6/1/2017,12/31/2017,3+,0,0
6/1/2017,COD,78368000,,Kongo central,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Kongo central,current,6/1/2017,12/31/2017,2,3317595,1
6/1/2017,COD,78368000,,Kongo central,current,6/1/2017,12/31/2017,3,0,0
6/1/2017,COD,78368000,,Kongo central,current,6/1/2017,12/31/2017,4,0,0
6/1/2017,COD,78368000,,Kongo central,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Kasai oriental,current,6/1/2017,12/31/2017,all,1791054,1
6/1/2017,COD,78368000,,Kasai oriental,current,6/1/2017,12/31/2017,3+,411942,0.23
6/1/2017,COD,78368000,,Kasai oriental,current,6/1/2017,12/31/2017,1,0,0
6/1/2017,COD,78368000,,Kasai oriental,current,6/1/2017,12/31/2017,2,1379112,0.77
6/1/2017,COD,78368000,,Kasai oriental,current,6/1/2017,12/31/2017,3,268658,0.15
6/1/2017,COD,78368000,,Kasai oriental,current,6/1/2017,12/31/2017,4,143284,0.08
6/1/2017,COD,78368000,,Kasai oriental,current,6/1/2017,12/31/2017,5,0,0
6/1/2017,COD,78368000,,Kasai central,current,6/1/2017,12/31/2017,all,3286836,1
